Date,Timestamp,Volume,Open,High,Low,Close,EURUSD
20190208,10:00:00,1841.01000249386,1.13256,1.13282,1.13255,1.1328,EURUSD,
20190208,10:05:00,1963.36000013351,1.13282,1.13308,1.1328,1.13285,EURUSD,
20190208,10:10:00,1436.02999424934,1.13284,1.13322,1.13284,1.1332,EURUSD,
20190208,10:15:00,1893.44998931885,1.1332,1.13362,1.13318,1.13354,EURUSD,
20190208,10:20:00,1825.7599953413,1.13354,1.13362,1.13345,1.13356,EURUSD,
20190208,10:25:00,1361.09999573231,1.13357,1.13362,1.13352,1.13355,EURUSD,
20190208,10:30:00,1577.93999683857,1.13356,1.13375,1.1335,1.13362,EURUSD,
20190208,10:35:00,1199.92999660969,1.13362,1.13384,1.13357,1.13381,EURUSD,
20190208,10:40:00,1895.36999309063,1.13381,1.13397,1.13372,1.13374,EURUSD,
20190208,10:45:00,1484.19999372959,1.13374,1.1338,1.13356,1.13361,EURUSD,
20190208,10:50:00,1840.379997015,1.1336,1.13386,1.13354,1.13357,EURUSD,
20190208,10:55:00,1277.02999699116,1.13359,1.13384,1.13341,1.1338,EURUSD,
20190208,11:00:00,1572.60999238491,1.1338,1.13397,1.1337,1.13391,EURUSD,
20190208,11:05:00,1218.66999280453,1.13392,1.134,1.13384,1.13384,EURUSD,
20190208,11:10:00,1688.18999516964,1.13384,1.13436,1.13383,1.1342,EURUSD,
20190208,11:15:00,1528.80999493599,1.13421,1.13437,1.13415,1.13421,EURUSD,
20190208,11:20:00,1078.25999724865,1.13422,1.13425,1.13406,1.13407,EURUSD,
20190208,11:25:00,1523.74999988079,1.13408,1.13416,1.13403,1.13404,EURUSD,
20190208,11:30:00,1400.58999538422,1.13404,1.13406,1.13382,1.13386,EURUSD,
20190208,11:35:00,1614.84999334812,1.13385,1.13388,1.13371,1.13372,EURUSD,
20190208,11:40:00,1896.02999567986,1.13373,1.13401,1.13373,1.13382,EURUSD,
20190208,11:45:00,1954.89999473095,1.13382,1.13418,1.13376,1.13417,EURUSD,
20190208,11:50:00,1610.46999931335,1.13418,1.13424,1.13399,1.13407,EURUSD,
20190208,11:55:00,1611.43999397755,1.13407,1.13408,1.13388,1.13393,EURUSD,
20190208,12:00:00,1422.64999616146,1.13393,1.13399,1.13382,1.13387,EURUSD,
20190208,12:05:00,2006.51998889446,1.13388,1.13403,1.13377,1.13391,EURUSD,
20190208,12:10:00,1832.28999304771,1.13392,1.13419,1.13391,1.13402,EURUSD,
20190208,12:15:00,1935.95998883247,1.13403,1.13409,1.13396,1.13397,EURUSD,
20190208,12:20:00,1525.98999834061,1.13396,1.13407,1.13392,1.13396,EURUSD,
20190208,12:25:00,853.729993700981,1.13397,1.13399,1.13376,1.13376,EURUSD,
20190208,12:30:00,998.049996852875,1.13379,1.1338,1.1336,1.13377,EURUSD,
20190208,12:35:00,813.729994893074,1.13377,1.13393,1.13366,1.13393,EURUSD,
20190208,12:40:00,1203.48999500275,1.13392,1.13414,1.13384,1.13393,EURUSD,
20190208,12:45:00,1655.44999182224,1.13393,1.13419,1.13388,1.13412,EURUSD,
20190208,12:50:00,1881.79999530315,1.13412,1.13444,1.13409,1.13437,EURUSD,
20190208,12:55:00,2631.91998636723,1.1344,1.13476,1.13439,1.13474,EURUSD,
20190208,13:00:00,2197.8000036478,1.13474,1.13496,1.13456,1.13471,EURUSD,
20190208,13:05:00,1691.18999683857,1.13472,1.13494,1.13463,1.13467,EURUSD,
20190208,13:10:00,1268.26999700069,1.13467,1.13475,1.13456,1.13457,EURUSD,
20190208,13:15:00,1650.69999468327,1.13458,1.13466,1.13444,1.13463,EURUSD,
20190208,13:20:00,2145.5399929285,1.13464,1.13464,1.13433,1.13442,EURUSD,
20190208,13:25:00,1750.17999207973,1.13443,1.13485,1.13431,1.1348,EURUSD,
20190208,13:30:00,2558.11999583244,1.13481,1.13497,1.13464,1.13497,EURUSD,
20190208,13:35:00,2115.34999084473,1.13497,1.13508,1.1348,1.13494,EURUSD,
20190208,13:40:00,1848.95999741554,1.13493,1.135,1.13472,1.13487,EURUSD,
20190208,13:45:00,2145.56999063492,1.13487,1.13503,1.1346,1.13465,EURUSD,
20190208,13:50:00,1496.54999780655,1.13465,1.13477,1.13463,1.13464,EURUSD,
20190208,13:55:00,1828.94999182224,1.13463,1.13482,1.13463,1.13467,EURUSD,
20190208,14:00:00,2180.35998892784,1.13467,1.13473,1.13456,1.13462,EURUSD,
20190208,14:05:00,1820.81999111176,1.13461,1.13475,1.13456,1.13463,EURUSD,
20190208,14:10:00,1839.39999878407,1.13464,1.13466,1.13421,1.13423,EURUSD,
20190208,14:15:00,2450.20999145508,1.13425,1.13437,1.1339,1.13421,EURUSD,
20190208,14:20:00,1986.44999229908,1.13422,1.13457,1.13422,1.13437,EURUSD,
20190208,14:25:00,1825.19999027252,1.13438,1.13454,1.13428,1.13448,EURUSD,
20190208,14:30:00,2210.27998888493,1.13448,1.13453,1.13432,1.13435,EURUSD,
20190208,14:35:00,2560.42998826504,1.13434,1.13445,1.13407,1.13418,EURUSD,
20190208,14:40:00,2511.68000125885,1.13419,1.13431,1.13411,1.13418,EURUSD,
20190208,14:45:00,3093.14999222755,1.13419,1.13476,1.13418,1.13474,EURUSD,
20190208,14:50:00,2863.86998236179,1.13476,1.1349,1.13443,1.13443,EURUSD,
20190208,14:55:00,3494.67999744415,1.13442,1.13464,1.13337,1.13377,EURUSD,
20190208,15:00:00,2702.47999227047,1.13377,1.13387,1.13356,1.13383,EURUSD,
20190208,15:05:00,2185.60999274254,1.13382,1.13405,1.13374,1.13384,EURUSD,
20190208,15:10:00,1935.48999762535,1.13385,1.13415,1.13371,1.13414,EURUSD,
20190208,15:15:00,2203.19998943806,1.13414,1.13415,1.13353,1.13353,EURUSD,
20190208,15:20:00,2483.48999083042,1.13353,1.13366,1.13323,1.13323,EURUSD,
20190208,15:25:00,2859.3199942112,1.13322,1.13333,1.13274,1.13283,EURUSD,
20190208,15:30:00,2534.54999256134,1.13283,1.13325,1.13281,1.13314,EURUSD,
20190208,15:35:00,2242.62999868393,1.13313,1.13349,1.13312,1.13342,EURUSD,
20190208,15:40:00,1890.04000234604,1.13342,1.13354,1.13325,1.13328,EURUSD,
20190208,15:45:00,2592.93999755383,1.13328,1.13376,1.13326,1.13338,EURUSD,
20190208,15:50:00,2854.99000310898,1.13337,1.13341,1.13294,1.13302,EURUSD,
20190208,15:55:00,2542.77998268604,1.13301,1.13304,1.13267,1.13282,EURUSD,
20190208,16:00:00,2801.82998883724,1.13282,1.13288,1.13249,1.13275,EURUSD,
20190208,16:05:00,1812.71999239922,1.13275,1.13278,1.13247,1.13272,EURUSD,
20190208,16:10:00,1937.95999193192,1.13272,1.13293,1.13269,1.13291,EURUSD,
20190208,16:15:00,1139.96999156475,1.13291,1.13314,1.13275,1.13289,EURUSD,
20190208,16:20:00,1873.47999417782,1.13289,1.13289,1.1321,1.13221,EURUSD,
20190208,16:25:00,1447.63999700546,1.13222,1.13254,1.1322,1.13244,EURUSD,
20190208,16:30:00,1875.07999610901,1.13243,1.13272,1.13231,1.1326,EURUSD,
20190208,16:35:00,1459.39999949932,1.13261,1.13264,1.1323,1.13254,EURUSD,
20190208,16:40:00,1202.09999787807,1.13254,1.13288,1.13253,1.13285,EURUSD,
20190208,16:45:00,1424.43999648094,1.13285,1.133,1.13268,1.133,EURUSD,
20190208,16:50:00,1787.01999604702,1.13301,1.13301,1.13272,1.1328,EURUSD,
20190208,16:55:00,1765.13000249863,1.13279,1.13302,1.13256,1.13258,EURUSD,
20190208,17:00:00,1744.77000284195,1.13258,1.13308,1.13251,1.13299,EURUSD,
20190208,17:05:00,1512.67999887466,1.13298,1.13306,1.13278,1.13298,EURUSD,
20190208,17:10:00,1338.51999986172,1.13298,1.13309,1.1329,1.13301,EURUSD,
20190208,17:15:00,1312.35999834538,1.13301,1.13316,1.13289,1.13314,EURUSD,
20190208,17:20:00,1105.08999931812,1.13314,1.13325,1.13302,1.13315,EURUSD,
20190208,17:25:00,1134.57999718189,1.13315,1.13328,1.13295,1.13295,EURUSD,
20190208,17:30:00,1655.71999311447,1.13295,1.13313,1.13286,1.13286,EURUSD,
20190208,17:35:00,1206.82999956608,1.13287,1.13307,1.13287,1.13298,EURUSD,
20190208,17:40:00,1392.12999689579,1.13298,1.13323,1.13297,1.13307,EURUSD,
20190208,17:45:00,569.259998321533,1.13308,1.13311,1.13302,1.13303,EURUSD,
20190208,17:50:00,935.579993367195,1.13303,1.13308,1.13302,1.13302,EURUSD,
20190208,17:55:00,1745.59999418259,1.13301,1.13309,1.13292,1.13295,EURUSD,
20190208,18:00:00,1608.35999822617,1.13296,1.13311,1.13291,1.13292,EURUSD,
20190208,18:05:00,919.539995789528,1.13292,1.133,1.13291,1.13293,EURUSD,
20190208,18:10:00,1027.53999555111,1.13293,1.13295,1.13274,1.13276,EURUSD,
20190208,18:15:00,1202.64999496937,1.13277,1.13279,1.1326,1.13261,EURUSD,
20190208,18:20:00,1473.03998613358,1.13259,1.13267,1.13231,1.13241,EURUSD,
20190208,18:25:00,1208.2899941206,1.13242,1.13259,1.13227,1.13229,EURUSD,
20190208,18:30:00,1273.27999436855,1.13228,1.13247,1.13217,1.13239,EURUSD,
20190208,18:35:00,999.749996304512,1.13239,1.13241,1.13221,1.13223,EURUSD,
20190208,18:40:00,775.019996285439,1.13226,1.1324,1.13218,1.1324,EURUSD,
20190208,18:45:00,1229.17999744415,1.13238,1.1325,1.13234,1.13244,EURUSD,
20190208,18:50:00,1120.12999844551,1.13244,1.13253,1.13242,1.13243,EURUSD,
20190208,18:55:00,1322.89999473095,1.13243,1.13253,1.13241,1.13247,EURUSD,
20190208,19:00:00,1445.47999322414,1.13247,1.13248,1.13218,1.13236,EURUSD,
20190208,19:05:00,1226.69999313354,1.13236,1.13244,1.13227,1.1324,EURUSD,
20190208,19:10:00,810.039994716644,1.13239,1.13243,1.13233,1.13242,EURUSD,
20190208,19:15:00,931.829996585846,1.13242,1.13245,1.13227,1.13229,EURUSD,
20190208,19:20:00,803.629994630814,1.13228,1.1323,1.13214,1.13214,EURUSD,
20190208,19:25:00,841.159999847412,1.13214,1.1323,1.13214,1.13226,EURUSD,
20190208,19:30:00,889.419998407364,1.13226,1.13244,1.13226,1.13237,EURUSD,
20190208,19:35:00,1187.51000225544,1.13235,1.1326,1.13234,1.13254,EURUSD,
20190208,19:40:00,969.929996967316,1.13254,1.13255,1.13241,1.1325,EURUSD,
20190208,19:45:00,1254.86999857426,1.13249,1.13269,1.13249,1.13251,EURUSD,
20190208,19:50:00,1075.78999698162,1.1325,1.13254,1.13241,1.13242,EURUSD,
20190208,19:55:00,1763.50999367237,1.13241,1.13249,1.13225,1.13226,EURUSD,
20190208,20:00:00,929.359993815422,1.13226,1.13239,1.13226,1.13238,EURUSD,
20190208,20:05:00,616.539996504784,1.13237,1.13247,1.13231,1.13232,EURUSD,
20190208,20:10:00,697.139995455742,1.13232,1.13234,1.13231,1.13233,EURUSD,
20190208,20:15:00,471.209996581078,1.13232,1.13239,1.13228,1.13232,EURUSD,
20190208,20:20:00,1086.07999908924,1.13232,1.13232,1.13222,1.13228,EURUSD,
20190208,20:25:00,679.619998455048,1.13229,1.13241,1.13228,1.13234,EURUSD,
20190208,20:30:00,624.459998011589,1.13233,1.13241,1.1323,1.13234,EURUSD,
20190208,20:35:00,866.480003118515,1.13233,1.13234,1.13224,1.13224,EURUSD,
20190208,20:40:00,745.399999260902,1.13224,1.13229,1.1322,1.13227,EURUSD,
20190208,20:45:00,884.539999246597,1.13228,1.13228,1.13218,1.13219,EURUSD,
20190208,20:50:00,793.719999670982,1.13219,1.13221,1.13211,1.13217,EURUSD,
20190208,20:55:00,1021.45999974012,1.13218,1.13222,1.13211,1.13222,EURUSD,
20190208,21:00:00,423.039997637272,1.13222,1.13235,1.13222,1.13232,EURUSD,
20190208,21:05:00,326.949997961521,1.13232,1.13236,1.13226,1.13232,EURUSD,
20190208,21:10:00,390.359998703003,1.13231,1.13232,1.13222,1.13232,EURUSD,
20190208,21:15:00,556.57999765873,1.13233,1.13238,1.13229,1.1323,EURUSD,
20190208,21:20:00,316.189999103546,1.1323,1.13236,1.13229,1.13235,EURUSD,
20190208,21:25:00,410.089999079704,1.13235,1.13235,1.13227,1.13227,EURUSD,
20190208,21:30:00,777.219996213913,1.13227,1.13233,1.13226,1.13227,EURUSD,
20190208,21:35:00,488.380000591278,1.13226,1.1325,1.13226,1.13242,EURUSD,
20190208,21:40:00,447.929998397827,1.13242,1.13249,1.13242,1.13245,EURUSD,
20190208,21:45:00,449.079996228218,1.13244,1.13246,1.1324,1.13242,EURUSD,
20190208,21:50:00,367.690000414848,1.13242,1.13245,1.1323,1.13235,EURUSD,
20190208,21:55:00,352.25,1.13234,1.13242,1.13207,1.13207,EURUSD,
20190210,22:00:00,53.9100000858307,1.13186,1.13213,1.13184,1.13201,EURUSD,
20190210,22:05:00,416.839999184012,1.13196,1.13203,1.1316,1.13168,EURUSD,
20190210,22:10:00,330.959999918938,1.13168,1.13169,1.13148,1.13151,EURUSD,
20190210,22:15:00,384.549998879433,1.1315,1.13175,1.1315,1.13175,EURUSD,
20190210,22:20:00,113.629999518394,1.13177,1.13184,1.13164,1.13178,EURUSD,
20190210,22:25:00,170.91999900341,1.13178,1.13184,1.13154,1.13155,EURUSD,
20190210,22:30:00,528.389999389648,1.13156,1.13231,1.13149,1.13171,EURUSD,
20190210,22:35:00,457.349999547005,1.13171,1.1324,1.13171,1.1318,EURUSD,
20190210,22:40:00,533.759997487068,1.1318,1.13224,1.13158,1.13177,EURUSD,
20190210,22:45:00,150.139998435974,1.13176,1.13184,1.13176,1.13184,EURUSD,
20190210,22:50:00,87.4499996900558,1.13185,1.13192,1.13184,1.1319,EURUSD,
20190210,22:55:00,148.739999890327,1.1319,1.13192,1.1318,1.13184,EURUSD,
20190210,23:00:00,827.699998736382,1.13185,1.13238,1.13185,1.13194,EURUSD,
20190210,23:05:00,235.639999628067,1.13194,1.13204,1.13188,1.13195,EURUSD,
20190210,23:10:00,198.490000724792,1.13194,1.13197,1.13186,1.13195,EURUSD,
20190210,23:15:00,232.260001063347,1.13195,1.13207,1.13195,1.13207,EURUSD,
20190210,23:20:00,437.269996881485,1.13207,1.13208,1.13201,1.13206,EURUSD,
20190210,23:25:00,322.389998793602,1.13207,1.13207,1.13201,1.13202,EURUSD,
20190210,23:30:00,611.129998803139,1.13201,1.13223,1.13201,1.13213,EURUSD,
20190210,23:35:00,450.040001273155,1.13212,1.13231,1.13212,1.13228,EURUSD,
20190210,23:40:00,253.180000901222,1.13228,1.13232,1.13226,1.13227,EURUSD,
20190210,23:45:00,443.849999666214,1.13227,1.13236,1.13226,1.13232,EURUSD,
20190210,23:50:00,280.409997940063,1.13232,1.13248,1.13232,1.13248,EURUSD,
20190210,23:55:00,806.739995718002,1.13247,1.13247,1.13234,1.13237,EURUSD,
20190211,00:00:00,776.299998879433,1.13239,1.13241,1.13231,1.13237,EURUSD,
20190211,00:05:00,727.869996070862,1.13237,1.13243,1.13227,1.13233,EURUSD,
20190211,00:10:00,485.679997801781,1.13232,1.13247,1.13228,1.13247,EURUSD,
20190211,00:15:00,330.169999241829,1.13247,1.13247,1.13237,1.13237,EURUSD,
20190211,00:20:00,373.020000576973,1.13237,1.13246,1.13236,1.13246,EURUSD,
20190211,00:25:00,481.23999774456,1.13247,1.13251,1.13237,1.13243,EURUSD,
20190211,00:30:00,440.020001769066,1.13243,1.13252,1.1324,1.13242,EURUSD,
20190211,00:35:00,483.78999710083,1.13241,1.13246,1.13236,1.13241,EURUSD,
20190211,00:40:00,338.750000715256,1.13239,1.13248,1.13231,1.13248,EURUSD,
20190211,00:45:00,289.539999365807,1.13248,1.13254,1.13243,1.13243,EURUSD,
20190211,00:50:00,310.749999403954,1.13242,1.13252,1.13241,1.13249,EURUSD,
20190211,00:55:00,672.169998168945,1.13249,1.13249,1.13227,1.13234,EURUSD,
20190211,01:00:00,819.779997944832,1.13235,1.13257,1.13235,1.13244,EURUSD,
20190211,01:05:00,443.749998092651,1.13243,1.13256,1.13241,1.13254,EURUSD,
20190211,01:10:00,815.709993958473,1.13254,1.13271,1.13253,1.13264,EURUSD,
20190211,01:15:00,682.729999780655,1.13264,1.13272,1.13251,1.13253,EURUSD,
20190211,01:20:00,535.369998693466,1.13253,1.13272,1.13252,1.13268,EURUSD,
20190211,01:25:00,578.469998955727,1.13268,1.13269,1.13253,1.13256,EURUSD,
20190211,01:30:00,516.399996876717,1.13257,1.13259,1.13248,1.13253,EURUSD,
20190211,01:35:00,638.619999527931,1.13254,1.13272,1.13252,1.13268,EURUSD,
20190211,01:40:00,405.6499979496,1.13268,1.13268,1.13257,1.13259,EURUSD,
20190211,01:45:00,443.589999675751,1.13259,1.13274,1.13258,1.13269,EURUSD,
20190211,01:50:00,313.440000414848,1.13268,1.13276,1.13268,1.13274,EURUSD,
20190211,01:55:00,387.560000538826,1.13274,1.13275,1.13261,1.13273,EURUSD,
20190211,02:00:00,465.919998645782,1.13273,1.13273,1.1326,1.13265,EURUSD,
20190211,02:05:00,461.689997792244,1.13264,1.13277,1.13264,1.13275,EURUSD,
20190211,02:10:00,318.989998221397,1.13274,1.13275,1.13269,1.1327,EURUSD,
20190211,02:15:00,561.96999835968,1.13268,1.13268,1.1326,1.13264,EURUSD,
20190211,02:20:00,531.779999613762,1.13265,1.13265,1.13249,1.13253,EURUSD,
20190211,02:25:00,478.169999480248,1.13254,1.1326,1.13246,1.13246,EURUSD,
20190211,02:30:00,312.799999833107,1.13246,1.13261,1.13243,1.13261,EURUSD,
20190211,02:35:00,406.089997172356,1.1326,1.13265,1.13256,1.13256,EURUSD,
20190211,02:40:00,478.50000166893,1.13258,1.13265,1.13256,1.13259,EURUSD,
20190211,02:45:00,350.760001540184,1.13259,1.13261,1.13251,1.13253,EURUSD,
20190211,02:50:00,393.150000929832,1.13252,1.13255,1.1325,1.13255,EURUSD,
20190211,02:55:00,452.329999923706,1.13254,1.13254,1.13239,1.13243,EURUSD,
20190211,03:00:00,474.899999260902,1.13245,1.13248,1.13217,1.13224,EURUSD,
20190211,03:05:00,584.81999874115,1.13223,1.13233,1.13222,1.13226,EURUSD,
20190211,03:10:00,714.769997000694,1.13226,1.13233,1.13214,1.13221,EURUSD,
20190211,03:15:00,517.909998893738,1.13222,1.13231,1.13222,1.13222,EURUSD,
20190211,03:20:00,514.119998216629,1.13222,1.13229,1.13214,1.13226,EURUSD,
20190211,03:25:00,590.329998135567,1.13227,1.13235,1.13222,1.13226,EURUSD,
20190211,03:30:00,602.869999051094,1.13226,1.1323,1.1322,1.13224,EURUSD,
20190211,03:35:00,657.290000677109,1.13224,1.13224,1.13211,1.13221,EURUSD,
20190211,03:40:00,637.509997487068,1.13222,1.13224,1.13209,1.13209,EURUSD,
20190211,03:45:00,531.439999222755,1.13208,1.1321,1.13203,1.13209,EURUSD,
20190211,03:50:00,617.130000114441,1.13209,1.1321,1.13185,1.13189,EURUSD,
20190211,03:55:00,786.180002212524,1.13189,1.13203,1.13186,1.13203,EURUSD,
20190211,04:00:00,440.799999952316,1.13202,1.1321,1.13201,1.1321,EURUSD,
20190211,04:05:00,737.939999341965,1.13209,1.13209,1.13186,1.13192,EURUSD,
20190211,04:10:00,521.609998703003,1.13192,1.13197,1.13186,1.13188,EURUSD,
20190211,04:15:00,454.069999456406,1.13188,1.13194,1.13187,1.13193,EURUSD,
20190211,04:20:00,515.049997806549,1.13193,1.13198,1.13183,1.13197,EURUSD,
20190211,04:25:00,424.099998950958,1.13197,1.13199,1.13188,1.13189,EURUSD,
20190211,04:30:00,531.149999022484,1.13189,1.1319,1.13182,1.13189,EURUSD,
20190211,04:35:00,346.449998021126,1.13188,1.132,1.13188,1.13195,EURUSD,
20190211,04:40:00,391.930001020432,1.13194,1.132,1.13192,1.132,EURUSD,
20190211,04:45:00,463.040000677109,1.13199,1.13201,1.13192,1.13194,EURUSD,
20190211,04:50:00,370.269999623299,1.13194,1.13194,1.13182,1.13183,EURUSD,
20190211,04:55:00,503.660000085831,1.13185,1.13195,1.13183,1.13194,EURUSD,
20190211,05:00:00,231.270000696182,1.13194,1.13195,1.13191,1.13194,EURUSD,
20190211,05:05:00,226.929998636246,1.13197,1.13204,1.13193,1.13194,EURUSD,
20190211,05:10:00,432.120000839233,1.13193,1.13203,1.13193,1.13201,EURUSD,
20190211,05:15:00,227.920000553131,1.132,1.132,1.13189,1.13194,EURUSD,
20190211,05:20:00,200.809999346733,1.13194,1.13195,1.13187,1.13192,EURUSD,
20190211,05:25:00,282.969999790192,1.13191,1.13199,1.13182,1.13197,EURUSD,
20190211,05:30:00,281.639999985695,1.13197,1.13202,1.13187,1.13188,EURUSD,
20190211,05:35:00,395.910000681877,1.13188,1.13198,1.13188,1.13198,EURUSD,
20190211,05:40:00,297.719998955727,1.13198,1.13208,1.13198,1.13208,EURUSD,
20190211,05:45:00,272.959999918938,1.13208,1.13222,1.13207,1.1322,EURUSD,
20190211,05:50:00,528.670000195503,1.13219,1.13241,1.13219,1.13222,EURUSD,
20190211,05:55:00,362.289998888969,1.13223,1.13241,1.13222,1.13241,EURUSD,
20190211,06:00:00,536.120000720024,1.13242,1.13245,1.13228,1.13239,EURUSD,
20190211,06:05:00,530.189998030663,1.13238,1.13249,1.13233,1.1324,EURUSD,
20190211,06:10:00,277.760000705719,1.13243,1.13251,1.13241,1.1325,EURUSD,
20190211,06:15:00,431.549998402596,1.13251,1.13259,1.13245,1.13254,EURUSD,
20190211,06:20:00,674.499999284744,1.13255,1.13265,1.13254,1.13259,EURUSD,
20190211,06:25:00,604.75999891758,1.13259,1.13269,1.13253,1.13265,EURUSD,
20190211,06:30:00,754.619996190071,1.13264,1.13273,1.13263,1.13269,EURUSD,
20190211,06:35:00,644.769997835159,1.13269,1.13275,1.13259,1.13263,EURUSD,
20190211,06:40:00,499.759997606277,1.13264,1.13268,1.13237,1.13244,EURUSD,
20190211,06:45:00,861.249999761581,1.13243,1.13298,1.13243,1.1329,EURUSD,
20190211,06:50:00,920.739997029305,1.1329,1.1329,1.13274,1.13277,EURUSD,
20190211,06:55:00,677.279998540878,1.13277,1.13278,1.1326,1.13272,EURUSD,
20190211,07:00:00,2699.61998140812,1.13273,1.13277,1.13232,1.13244,EURUSD,
20190211,07:05:00,1103.97999954224,1.13243,1.13261,1.13235,1.13253,EURUSD,
20190211,07:10:00,1030.46000146866,1.13252,1.13262,1.13247,1.13249,EURUSD,
20190211,07:15:00,1072.68999731541,1.1325,1.13267,1.13236,1.13251,EURUSD,
20190211,07:20:00,1664.48000144958,1.13251,1.13258,1.13209,1.13243,EURUSD,
20190211,07:25:00,909.299997210503,1.13244,1.13265,1.13233,1.13254,EURUSD,
20190211,07:30:00,855.249998807907,1.13255,1.13261,1.13239,1.13247,EURUSD,
20190211,07:35:00,1603.67999589443,1.13247,1.13249,1.13212,1.13223,EURUSD,
20190211,07:40:00,1956.35999548435,1.13222,1.13233,1.13207,1.13218,EURUSD,
20190211,07:45:00,1814.56999492645,1.13218,1.13222,1.1318,1.13187,EURUSD,
20190211,07:50:00,2182.19000244141,1.13187,1.13191,1.13163,1.13188,EURUSD,
20190211,07:55:00,1912.55999481678,1.13187,1.13211,1.13185,1.1321,EURUSD,
20190211,08:00:00,2175.09999167919,1.13209,1.13223,1.13165,1.13183,EURUSD,
20190211,08:05:00,2524.63000273705,1.13183,1.13204,1.13177,1.13183,EURUSD,
20190211,08:10:00,2447.359993577,1.13185,1.1319,1.13157,1.13164,EURUSD,
20190211,08:15:00,2481.06999909878,1.13163,1.13164,1.13118,1.13149,EURUSD,
20190211,08:20:00,2074.04000103474,1.13147,1.13161,1.13137,1.13139,EURUSD,
20190211,08:25:00,2278.37999534607,1.1314,1.13151,1.13121,1.13135,EURUSD,
20190211,08:30:00,2285.83999741077,1.13135,1.1315,1.13125,1.13148,EURUSD,
20190211,08:35:00,2174.26999998093,1.13148,1.13189,1.13147,1.13175,EURUSD,
20190211,08:40:00,2581.53999972343,1.13174,1.13178,1.13157,1.13159,EURUSD,
20190211,08:45:00,2960.77999913692,1.13159,1.13168,1.13142,1.13152,EURUSD,
20190211,08:50:00,2675.1599997282,1.13152,1.13162,1.13081,1.13082,EURUSD,
20190211,08:55:00,2217.35000061989,1.13081,1.13113,1.13081,1.13113,EURUSD,
20190211,09:00:00,1943.73999834061,1.13114,1.1313,1.131,1.13106,EURUSD,
20190211,09:05:00,3391.06999778748,1.13104,1.13153,1.13097,1.13149,EURUSD,
20190211,09:10:00,2231.65999627113,1.13149,1.13164,1.13148,1.13157,EURUSD,
20190211,09:15:00,1490.58999729156,1.13155,1.13155,1.13135,1.13151,EURUSD,
20190211,09:20:00,2000.75999569893,1.13151,1.1316,1.13148,1.13155,EURUSD,
20190211,09:25:00,1266.37999725342,1.13155,1.13159,1.13149,1.1315,EURUSD,
20190211,09:30:00,2489.58999454975,1.13151,1.13152,1.13129,1.13134,EURUSD,
20190211,09:35:00,2666.03999257088,1.13134,1.13138,1.13117,1.1312,EURUSD,
20190211,09:40:00,2143.17998862267,1.13121,1.13141,1.13118,1.13125,EURUSD,
20190211,09:45:00,2011.19999504089,1.13126,1.13133,1.131,1.13102,EURUSD,
20190211,09:50:00,1735.0699942112,1.13101,1.13103,1.13087,1.13087,EURUSD,
20190211,09:55:00,2433.58999574184,1.13087,1.1309,1.13019,1.13024,EURUSD,
20190211,10:00:00,3058.23999321461,1.13026,1.13036,1.13,1.13003,EURUSD,
20190211,10:05:00,3021.65999674797,1.13001,1.13006,1.12966,1.12972,EURUSD,
20190211,10:10:00,2603.31999480724,1.12972,1.13041,1.1297,1.13041,EURUSD,
20190211,10:15:00,2024.6600009203,1.13041,1.13057,1.13027,1.13035,EURUSD,
20190211,10:20:00,2067.25999653339,1.13035,1.13045,1.13016,1.13023,EURUSD,
20190211,10:25:00,1362.21999919415,1.13022,1.13036,1.13017,1.13035,EURUSD,
20190211,10:30:00,2421.55999944359,1.13035,1.13037,1.12995,1.12999,EURUSD,
20190211,10:35:00,2087.79999470711,1.12997,1.13012,1.12981,1.1299,EURUSD,
20190211,10:40:00,2173.06999325752,1.1299,1.13036,1.12989,1.13028,EURUSD,
20190211,10:45:00,2439.11999940872,1.13026,1.13032,1.13015,1.13027,EURUSD,
20190211,10:50:00,1665.41999018192,1.13026,1.13041,1.13017,1.13037,EURUSD,
20190211,10:55:00,1225.68999278545,1.13037,1.13051,1.13025,1.1304,EURUSD,
20190211,11:00:00,1683.99999308586,1.1304,1.13075,1.13037,1.13057,EURUSD,
20190211,11:05:00,1537.05999386311,1.13056,1.13081,1.13054,1.13072,EURUSD,
20190211,11:10:00,1995.14998924732,1.13073,1.1309,1.13062,1.13086,EURUSD,
20190211,11:15:00,2812.15999102592,1.13087,1.13107,1.13082,1.13103,EURUSD,
20190211,11:20:00,2192.12999498844,1.13103,1.1311,1.13093,1.13101,EURUSD,
20190211,11:25:00,2564.05999243259,1.13101,1.13156,1.13099,1.1315,EURUSD,
20190211,11:30:00,1727.16999721527,1.13152,1.1317,1.13148,1.13158,EURUSD,
20190211,11:35:00,2331.50999486446,1.13159,1.13215,1.13153,1.132,EURUSD,
20190211,11:40:00,1883.48000013828,1.13199,1.13206,1.13158,1.13158,EURUSD,
20190211,11:45:00,2151.77999508381,1.13158,1.13171,1.13152,1.13154,EURUSD,
20190211,11:50:00,2190.68999361992,1.13154,1.13155,1.13127,1.13142,EURUSD,
20190211,11:55:00,2658.98998904228,1.13142,1.13154,1.13128,1.13137,EURUSD,
20190211,12:00:00,2926.19999015331,1.13138,1.13139,1.13125,1.13133,EURUSD,
20190211,12:05:00,2390.62999534607,1.13132,1.13136,1.13082,1.13096,EURUSD,
